,id,bbox,centers,radius
805,4046,"[[1, 32, 57, 65], [120, 32, 64, 66], [228, 12, 54, 59], [224, 94, 63, 65], [133, 130, 37, 39], [1, 122, 52, 56], [1, 200, 51, 56], [125, 200, 53, 56], [223, 189, 63, 65], [232, 347, 44, 49], [363, 348, 45, 49], [363, 279, 45, 48], [354, 190, 61, 63], [355, 94, 62, 66], [460, 92, 43, 48], [460, 23, 44, 48], [359, 14, 54, 57]]","[(33, 64), (153, 65), (257, 41), (256, 126), (152, 149), (29, 150), (29, 228), (153, 228), (255, 221), (256, 371), (387, 372), (387, 303), (385, 221), (388, 127), (484, 116), (484, 47), (387, 42)]","[32, 33, 29, 32, 19, 28, 28, 28, 32, 24, 24, 24, 31, 33, 24, 24, 28]"
806,4047,"[[0, 22, 29, 49], [80, 23, 46, 48], [80, 91, 45, 50], [1, 92, 28, 48]]","[(5, 46), (104, 47), (105, 116), (25, 116)]","[24, 24, 25, 24]"
807,4054,"[[389, 94, 38, 40], [226, 310, 54, 56], [157, 314, 46, 47], [157, 431, 44, 47], [311, 426, 54, 58]]","[(409, 114), (254, 338), (180, 337), (180, 454), (340, 455)]","[20, 28, 23, 23, 29]"
808,4055,"[[203, 299, 83, 85], [424, 302, 72, 75], [424, 484, 69, 27], [203, 464, 83, 47]]","[(245, 341), (461, 339), (458, 518), (244, 505)]","[42, 37, 34, 41]"
809,4056,"[[158, 304, 71, 72], [159, 484, 68, 26], [1, 308, 21, 66]]","[(194, 340), (193, 518), (34, 341)]","[36, 34, 33]"
810,4057,"[[124, 259, 82, 83], [200, 312, 82, 84]]","[(165, 300), (242, 354)]","[41, 42]"
811,4065,"[[202, 1, 83, 75], [423, 9, 73, 74], [424, 166, 72, 76], [203, 162, 82, 86], [195, 339, 100, 103], [424, 353, 70, 73]]","[(243, 42), (460, 46), (462, 204), (246, 205), (246, 390), (460, 389)]","[41, 37, 38, 43, 51, 36]"
812,4066,"[[0, 12, 20, 68], [157, 10, 70, 74], [157, 168, 70, 74], [0, 172, 21, 66], [157, 352, 71, 75], [1, 356, 18, 68]]","[(-14, 46), (194, 47), (194, 205), (-12, 205), (194, 389), (35, 390)]","[34, 37, 37, 33, 37, 34]"
813,4122,"[[439, 79, 43, 44], [487, 396, 24, 77], [208, 392, 101, 100], [1, 399, 26, 90]]","[(461, 101), (525, 434), (258, 442), (46, 444)]","[22, 38, 50, 45]"
814,4123,"[[37, 79, 44, 44], [109, 78, 44, 44], [253, 78, 64, 67], [366, 80, 61, 65], [289, 384, 99, 97], [13, 389, 97, 97]]","[(59, 101), (131, 100), (286, 111), (398, 112), (338, 433), (61, 437)]","[22, 22, 33, 32, 49, 48]"
815,4124,"[[71, 77, 60, 64], [143, 380, 95, 97], [409, 376, 95, 96]]","[(103, 109), (191, 428), (457, 424)]","[32, 48, 48]"
816,4125,"[[1, 378, 29, 92]]","[(47, 424)]",[46]
817,4127,"[[218, 252, 36, 37], [309, 250, 35, 36], [400, 249, 36, 36]]","[(236, 270), (327, 268), (418, 267)]","[18, 18, 18]"
818,4131,"[[316, 279, 54, 54], [407, 279, 53, 54]]","[(343, 306), (434, 306)]","[27, 27]"
819,4132,"[[84, 242, 39, 38], [77, 320, 56, 54], [299, 255, 64, 66], [406, 257, 62, 64], [379, 435, 50, 52]]","[(103, 261), (105, 348), (332, 288), (438, 289), (405, 461)]","[19, 28, 33, 32, 26]"
820,4133,"[[125, 308, 51, 52], [256, 317, 87, 86], [460, 271, 52, 98]]","[(151, 334), (299, 360), (509, 320)]","[26, 43, 49]"
821,4134,"[[2, 272, 77, 97], [166, 270, 94, 97], [358, 253, 54, 55], [358, 351, 56, 58], [445, 462, 54, 49]]","[(50, 320), (214, 318), (385, 280), (387, 380), (472, 489)]","[48, 48, 27, 29, 27]"
822,4135,"[[200, 301, 105, 107]]","[(253, 354)]",[53]
823,4136,"[[49, 290, 103, 105]]","[(101, 342)]",[52]
824,4137,"[[372, 22, 33, 33], [491, 21, 20, 36]]","[(388, 38), (509, 39)]","[16, 18]"
825,4138,"[[16, 22, 35, 34], [104, 461, 110, 50], [392, 454, 113, 58]]","[(33, 39), (159, 516), (448, 510)]","[17, 55, 56]"
826,4139,"[[194, 442, 120, 71]]","[(254, 502)]",[60]
827,4141,"[[339, 91, 28, 27], [388, 89, 26, 25], [458, 86, 30, 30]]","[(353, 105), (401, 102), (473, 101)]","[14, 13, 15]"
828,4142,"[[444, 263, 66, 94], [424, 75, 43, 43], [341, 77, 45, 44]]","[(491, 310), (445, 96), (363, 99)]","[47, 21, 22]"
829,4143,"[[1, 263, 63, 94], [336, 256, 94, 95]]","[(48, 310), (383, 303)]","[47, 47]"
830,4144,"[[230, 253, 92, 92], [444, 1, 57, 45]]","[(276, 299), (472, 29)]","[46, 28]"
831,4145,"[[206, 183, 103, 101]]","[(257, 234)]",[51]
832,4146,"[[59, 180, 101, 104]]","[(111, 232)]",[52]
833,4147,"[[296, 1, 112, 102], [301, 314, 110, 111]]","[(352, 57), (356, 369)]","[56, 55]"
834,4148,"[[97, 1, 118, 97], [390, 1, 115, 91], [396, 302, 113, 117], [105, 305, 114, 115]]","[(156, 60), (447, 58), (454, 360), (162, 362)]","[59, 57, 58, 57]"
835,4149,"[[195, 0, 119, 88], [0, 0, 30, 87], [0, 302, 36, 113]]","[(254, 29), (-13, 43), (-20, 358)]","[59, 43, 56]"
836,4152,"[[361, 102, 127, 130]]","[(426, 167)]",[65]
837,4153,"[[187, 108, 115, 120], [474, 109, 37, 100]]","[(247, 168), (524, 159)]","[60, 50]"
838,4154,"[[2, 102, 119, 123], [292, 98, 123, 121]]","[(63, 163), (353, 159)]","[61, 61]"
839,4155,"[[112, 97, 118, 117]]","[(171, 156)]",[59]
840,4157,"[[229, 252, 26, 27], [299, 252, 26, 27], [368, 251, 27, 28], [437, 249, 28, 28]]","[(242, 265), (312, 265), (382, 265), (451, 263)]","[13, 13, 14, 14]"
841,4158,"[[31, 247, 26, 27]]","[(44, 260)]",[13]
842,4175,"[[271, 458, 149, 54]]","[(345, 532)]",[74]
843,4176,"[[53, 39, 162, 171], [207, 452, 155, 60]]","[(138, 124), (284, 529)]","[85, 77]"
844,4177,"[[103, 33, 161, 165], [133, 447, 156, 64]]","[(185, 115), (211, 525)]","[82, 78]"
845,4178,"[[101, 28, 160, 167], [137, 440, 157, 72]]","[(184, 111), (215, 518)]","[83, 78]"
846,4185,"[[267, 1, 162, 150]]","[(348, 82)]",[81]
847,4186,"[[208, 0, 160, 142]]","[(288, 62)]",[80]
848,4187,"[[132, 0, 161, 139]]","[(212, 59)]",[80]
849,4188,"[[136, 2, 160, 130]]","[(216, 82)]",[80]
850,4228,"[[183, 306, 136, 134]]","[(251, 374)]",[68]
851,4236,"[[366, 394, 137, 118]]","[(434, 462)]",[68]
852,4237,"[[152, 200, 141, 137], [391, 23, 122, 138], [351, 465, 130, 47], [1, 408, 28, 104]]","[(222, 270), (460, 92), (416, 530), (53, 460)]","[70, 69, 65, 52]"
853,4238,"[[0, 23, 56, 139], [110, 288, 138, 137]]","[(-13, 92), (179, 357)]","[69, 69]"
854,4242,"[[308, 245, 160, 152], [20, 461, 143, 51]]","[(388, 325), (91, 532)]","[80, 71]"
855,4246,"[[367, 1, 135, 56]]","[(434, 68)]",[67]
856,4247,"[[83, 183, 141, 138], [346, 0, 140, 128]]","[(153, 253), (416, 58)]","[70, 70]"
857,4248,"[[314, 484, 70, 27]]","[(349, 519)]",[35]
858,4252,"[[15, 1, 154, 140], [236, 291, 155, 152]]","[(92, 78), (313, 368)]","[77, 77]"
859,4253,"[[58, 75, 156, 156], [328, 443, 154, 69]]","[(136, 153), (405, 520)]","[78, 77]"
860,4256,"[[154, 252, 63, 60]]","[(185, 283)]",[31]
861,4257,"[[352, 71, 137, 140]]","[(422, 141)]",[70]
862,4258,"[[315, 10, 72, 67], [208, 97, 61, 60], [284, 199, 59, 60], [407, 168, 33, 31], [451, 139, 26, 25], [68, 335, 136, 140]]","[(351, 46), (238, 127), (314, 229), (423, 184), (464, 152), (138, 405)]","[36, 30, 30, 16, 13, 70]"
863,4263,"[[326, 0, 157, 122]]","[(404, 44)]",[78]
864,4264,"[[77, 272, 153, 154]]","[(154, 349)]",[77]
865,4334,"[[128, 369, 88, 90], [341, 370, 87, 90]]","[(173, 414), (386, 415)]","[45, 45]"
866,4335,"[[257, 371, 89, 90], [468, 371, 44, 90]]","[(302, 416), (513, 416)]","[45, 45]"
867,4336,"[[1, 371, 80, 89]]","[(45, 415)]",[44]
868,4343,"[[206, 117, 65, 67], [331, 118, 64, 65]]","[(239, 150), (363, 150)]","[33, 32]"
869,4344,"[[128, 116, 89, 87], [339, 116, 87, 88], [337, 331, 95, 97], [118, 331, 97, 97]]","[(172, 160), (383, 160), (385, 379), (166, 379)]","[44, 44, 48, 48]"
870,4345,"[[257, 115, 87, 87], [467, 116, 44, 92], [256, 339, 89, 88], [467, 338, 45, 92]]","[(300, 158), (513, 162), (300, 383), (513, 384)]","[43, 46, 44, 46]"
871,4346,"[[1, 117, 80, 90], [0, 338, 81, 89]]","[(46, 162), (37, 382)]","[45, 44]"
872,4353,"[[207, 273, 109, 112]]","[(263, 329)]",[56]
873,4354,"[[112, 105, 103, 103], [336, 103, 105, 108], [343, 342, 91, 91], [117, 341, 87, 88]]","[(163, 156), (390, 157), (388, 387), (161, 385)]","[51, 54, 45, 44]"
874,4355,"[[255, 81, 88, 90], [466, 85, 45, 90], [467, 333, 44, 139], [143, 309, 149, 150]]","[(300, 126), (511, 130), (536, 402), (218, 384)]","[45, 45, 69, 75]"
875,4356,"[[0, 84, 80, 90], [2, 328, 136, 148]]","[(35, 129), (76, 402)]","[45, 74]"
876,4363,"[[412, 163, 96, 97], [411, 382, 97, 98]]","[(460, 211), (460, 431)]","[48, 49]"
877,4364,"[[-1, 164, 35, 95], [181, 171, 90, 91], [401, 171, 89, 90], [401, 383, 87, 88], [179, 381, 88, 88], [-1, 385, 34, 93]]","[(46, 211), (226, 216), (446, 216), (445, 427), (223, 425), (45, 431)]","[47, 45, 45, 44, 44, 46]"
878,4412,"[[383, 307, 42, 37], [328, 312, 35, 28], [329, 396, 33, 28], [387, 397, 35, 27], [325, 469, 39, 30], [386, 468, 36, 33]]","[(404, 328), (345, 329), (345, 412), (404, 414), (344, 488), (404, 486)]","[21, 17, 16, 17, 19, 18]"
879,4413,"[[60, 301, 92, 90], [186, 296, 100, 95], [185, 408, 93, 91], [321, 294, 93, 87], [438, 408, 74, 90]]","[(106, 347), (236, 346), (231, 454), (367, 340), (483, 453)]","[46, 50, 46, 46, 45]"
880,4414,"[[0, 406, 56, 92], [159, 296, 93, 90], [296, 409, 93, 91]]","[(10, 452), (205, 342), (342, 455)]","[46, 46, 46]"
881,4416,"[[121, 468, 45, 39], [64, 469, 42, 36]]","[(143, 490), (85, 490)]","[22, 21]"
882,4422,"[[385, 1, 38, 25], [324, 1, 41, 25]]","[(404, 20), (344, 21)]","[19, 20]"
883,4423,"[[82, 222, 79, 81], [224, 223, 83, 78], [402, 241, 71, 66], [251, 409, 50, 44], [181, 409, 45, 42], [413, 135, 53, 45], [452, -1, 60, 20], [199, 0, 68, 18]]","[(122, 262), (265, 264), (437, 276), (276, 434), (203, 431), (439, 161), (482, 29), (233, -16)]","[40, 41, 35, 25, 22, 26, 30, 34]"
884,4424,"[[157, 136, 93, 89], [316, 170, 92, 90], [308, -1, 74, 24], [1, 0, 47, 19]]","[(203, 182), (362, 216), (345, 36), (24, -4)]","[46, 46, 37, 23]"
885,4425,"[[53, 189, 58, 55]]","[(82, 218)]",[29]
886,4426,"[[129, 65, 45, 38], [63, 66, 43, 35], [64, 0, 44, 32], [121, 0, 46, 34]]","[(151, 87), (84, 87), (86, 10), (144, 11)]","[22, 21, 22, 23]"
887,4433,"[[178, 46, 47, 44], [251, 46, 47, 46], [249, 158, 50, 45], [177, 159, 48, 42], [327, 302, 57, 55], [419, 302, 56, 54], [429, 430, 45, 41], [361, 429, 44, 41]]","[(201, 69), (274, 69), (274, 183), (201, 183), (355, 330), (447, 330), (451, 452), (383, 451)]","[23, 23, 25, 24, 28, 28, 22, 22]"
888,4443,"[[140, 450, 115, 61], [0, 449, 101, 62]]","[(197, 507), (51, 499)]","[57, 50]"
889,4444,"[[160, 328, 63, 60], [71, 278, 62, 59], [165, 466, 41, 37]]","[(191, 359), (102, 309), (185, 486)]","[31, 31, 20]"
890,4453,"[[140, 0, 113, 85], [1, 0, 99, 78], [359, 364, 94, 92]]","[(196, 29), (50, 29), (406, 411)]","[56, 49, 47]"
891,4454,"[[77, 365, 96, 90], [275, 364, 91, 90], [337, 100, 81, 79], [205, 58, 42, 36], [164, 0, 42, 30]]","[(125, 413), (320, 409), (377, 140), (226, 79), (185, 9)]","[48, 45, 40, 21, 21]"
892,4455,"[[332, 388, 48, 44], [309, 474, 102, 37]]","[(356, 412), (360, 525)]","[24, 51]"
893,4456,"[[256, 73, 49, 42]]","[(280, 97)]",[24]
894,4463,"[[358, 63, 95, 92], [359, 228, 93, 90], [359, 433, 86, 78]]","[(405, 110), (405, 274), (402, 476)]","[47, 46, 43]"
895,4464,"[[74, 179, 95, 92], [277, 230, 92, 99], [277, 435, 84, 76], [484, 439, 28, 72], [482, 245, 29, 82], [481, 68, 31, 84]]","[(121, 226), (326, 279), (319, 477), (520, 475), (523, 286), (523, 110)]","[47, 49, 42, 36, 41, 42]"
896,4465,"[[6, 62, 93, 90], [7, 243, 88, 89], [8, 436, 84, 75], [306, 1, 106, 98]]","[(52, 108), (51, 287), (50, 478), (359, 54)]","[46, 44, 42, 53]"
897,4473,"[[358, 183, 86, 90], [360, 0, 86, 47]]","[(403, 228), (403, 4)]","[45, 43]"
898,4474,"[[77, 110, 87, 84], [275, 297, 86, 90], [481, 300, 31, 87], [276, 0, 88, 50], [484, 0, 28, 46]]","[(120, 153), (320, 342), (524, 343), (320, 6), (507, 23)]","[43, 45, 43, 44, 23]"
899,4475,"[[9, 1, 86, 48], [6, 296, 90, 91]]","[(52, 44), (51, 341)]","[43, 45]"
900,4540,"[[455, 287, 57, 79]]","[(494, 326)]",[39]
901,4541,"[[121, 134, 91, 77], [46, 210, 86, 76], [1, 287, 51, 80], [194, 275, 108, 94], [406, 257, 106, 99], [281, 374, 114, 95], [313, 160, 108, 93]]","[(166, 179), (89, 253), (41, 327), (248, 329), (459, 310), (338, 431), (367, 214)]","[45, 43, 40, 54, 53, 57, 54]"
902,4542,"[[0, 257, 38, 89]]","[(-6, 301)]",[44]
903,4543,"[[389, 69, 122, 115], [271, 181, 127, 115], [391, 308, 120, 115]]","[(450, 130), (334, 244), (451, 368)]","[61, 63, 60]"
904,4544,"[[34, 196, 125, 113], [-1, 71, 41, 107], [-1, 309, 44, 110]]","[(96, 258), (52, 124), (54, 364)]","[62, 53, 55]"
905,4548,"[[390, 209, 36, 45], [426, 246, 38, 43], [390, 280, 36, 42], [365, 356, 75, 85], [298, 288, 75, 79], [238, 346, 55, 65], [198, 393, 50, 56], [246, 440, 46, 44], [286, 393, 55, 66], [332, 446, 41, 47], [292, 487, 38, 24]]","[(412, 231), (447, 267), (411, 301), (407, 398), (337, 327), (270, 378), (226, 421), (269, 463), (319, 426), (355, 469), (311, 506)]","[22, 21, 21, 42, 39, 32, 28, 23, 33, 23, 19]"
906,4552,"[[322, 143, 125, 115], [205, 254, 124, 116], [312, 364, 122, 125], [433, 260, 78, 120], [46, 481, 110, 31]]","[(384, 205), (267, 316), (374, 426), (493, 320), (101, 536)]","[62, 62, 62, 60, 55]"
907,4553,"[[84, 22, 58, 44], [35, 70, 56, 46], [259, 104, 56, 46], [311, 56, 56, 48], [0, 261, 82, 119]]","[(113, 51), (63, 98), (287, 132), (339, 84), (23, 320)]","[29, 28, 28, 28, 59]"
908,4557,"[[428, 230, 38, 36], [458, 266, 51, 48], [458, 337, 53, 98], [439, 449, 72, 62], [325, 447, 72, 64]]","[(447, 249), (483, 291), (507, 386), (475, 485), (361, 483)]","[19, 25, 49, 36, 36]"
909,4558,"[[20, 201, 81, 80], [90, 271, 77, 77], [107, 367, 110, 103], [0, 325, 92, 107], [1, 266, 33, 49], [0, 448, 40, 64], [284, 12, 43, 53]]","[(60, 241), (128, 309), (162, 422), (39, 378), (25, 290), (8, 480), (310, 38)]","[40, 38, 55, 53, 24, 32, 26]"
910,4561,"[[343, 168, 130, 135]]","[(410, 235)]",[67]
911,4562,"[[34, 6, 133, 138]]","[(103, 75)]",[69]
912,4567,"[[436, 90, 74, 71], [380, 32, 74, 69], [324, -1, 72, 45], [438, 0, 72, 47], [497, 51, 15, 54]]","[(473, 127), (417, 69), (360, 35), (474, 11), (524, 78)]","[37, 37, 36, 36, 27]"
913,4568,"[[20, 33, 75, 73], [1, 91, 34, 69], [0, 0, 23, 47]]","[(57, 70), (35, 125), (0, 23)]","[37, 34, 23]"
914,4612,"[[151, 466, 114, 46], [299, 466, 113, 46], [448, 466, 65, 46]]","[(208, 523), (355, 522), (480, 498)]","[57, 56, 32]"
915,4613,"[[0, 463, 84, 49]]","[(42, 505)]",[42]
916,4614,"[[367, 62, 90, 84], [486, 60, 25, 78], [372, 164, 92, 85], [491, 164, 21, 73]]","[(412, 107), (525, 99), (418, 210), (527, 200)]","[45, 39, 46, 36]"
917,4615,"[[10, 56, 92, 84], [16, 157, 92, 86]]","[(56, 102), (62, 203)]","[46, 46]"
918,4622,"[[153, 0, 114, 99], [298, 1, 118, 100], [155, 143, 114, 109], [300, 142, 115, 111], [445, 142, 66, 107], [446, 0, 65, 101]]","[(210, 42), (357, 60), (212, 200), (357, 199), (498, 195), (496, 51)]","[57, 59, 57, 57, 53, 50]"
919,4623,"[[1, 0, 87, 99], [108, 75, 46, 42], [108, 124, 47, 42], [107, 172, 47, 43], [108, 222, 49, 42], [0, 141, 88, 109]]","[(50, 50), (131, 98), (131, 147), (130, 195), (132, 246), (34, 195)]","[49, 23, 23, 23, 24, 54]"
920,4732,"[[32, 97, 166, 162], [409, 135, 103, 168], [8, 479, 135, 33]]","[(115, 180), (493, 219), (75, 546)]","[83, 84, 67]"
921,4733,"[[1, 133, 103, 165]]","[(83, 215)]",[82]
922,4741,"[[469, 12, 43, 149], [423, 431, 89, 81]]","[(543, 86), (467, 475)]","[74, 44]"
923,4742,"[[0, 6, 160, 160], [369, 42, 141, 159], [342, 474, 137, 37], [-1, 433, 116, 80]]","[(80, 86), (448, 121), (410, 542), (57, 491)]","[80, 79, 68, 58]"
924,4743,"[[0, 42, 64, 160]]","[(-16, 122)]",[80]
925,4751,"[[423, 0, 90, 124], [390, 338, 121, 166]]","[(485, 62), (473, 421)]","[62, 83]"
926,4752,"[[0, 0, 118, 124], [328, 1, 168, 161], [291, 380, 168, 132], [1, 340, 78, 163]]","[(56, 62), (412, 85), (375, 464), (82, 421)]","[62, 84, 84, 81]"
927,4761,"[[407, -2, 105, 32]]","[(459, 50)]",[52]
928,4762,"[[292, -1, 163, 69], [0, 0, 55, 28]]","[(373, 80), (28, 27)]","[81, 27]"
929,4815,"[[334, 389, 63, 57], [402, 399, 63, 57], [313, 454, 64, 55], [245, 446, 64, 52], [165, 479, 55, 33], [466, 466, 46, 45], [419, 498, 49, 14]]","[(365, 420), (433, 430), (345, 486), (277, 478), (192, 506), (489, 489), (443, 522)]","[31, 31, 32, 32, 27, 23, 24]"
930,4816,"[[1, 465, 49, 47]]","[(25, 489)]",[24]
931,4824,"[[267, 436, 52, 68], [388, 251, 41, 54], [434, 221, 40, 55], [479, 192, 33, 54]]","[(301, 470), (415, 278), (461, 248), (506, 219)]","[34, 27, 27, 27]"
932,4825,"[[4, 192, 41, 55], [51, 163, 41, 52], [107, 39, 53, 69], [144, 101, 51, 65], [79, 249, 81, 97], [7, 367, 82, 97], [96, 462, 43, 50], [151, 372, 90, 101], [225, 289, 62, 53], [262, 345, 62, 55], [296, 403, 66, 57], [334, 462, 63, 50], [325, 313, 50, 41], [352, 355, 47, 39], [376, 396, 49, 39], [401, 438, 49, 38], [425, 217, 85, 75], [178, 158, 55, 66], [230, 141, 63, 52], [165, 5, 57, 65], [315, 85, 57, 48], [360, 133, 71, 57], [424, 92, 71, 59], [368, 55, 53, 45], [418, 23, 55, 46], [491, 55, 21, 56], [465, 0, 47, 39], [314, 0, 61, 35], [243, 0, 63, 23], [483, 315, 29, 70]]","[(31, 219), (77, 189), (141, 73), (176, 133), (127, 297), (55, 415), (121, 487), (201, 422), (256, 320), (293, 376), (329, 436), (365, 493), (350, 338), (375, 378), (400, 420), (425, 462), (467, 259), (211, 191), (261, 172), (197, 37), (343, 113), (395, 168), (459, 127), (394, 81), (445, 50), (519, 83), (488, 16), (344, 5), (274, -8), (518, 350)]","[27, 26, 34, 32, 48, 48, 25, 50, 31, 31, 33, 31, 25, 23, 24, 24, 42, 33, 31, 32, 28, 35, 35, 26, 27, 28, 23, 30, 31, 35]"
933,4826,"[[16, 52, 69, 60], [44, 159, 86, 77], [105, 253, 82, 76], [8, 313, 85, 74], [0, 217, 37, 74], [-1, 1, 50, 36], [0, 93, 21, 55]]","[(50, 86), (87, 202), (146, 294), (50, 355), (0, 254), (24, 26), (-6, 120)]","[34, 43, 41, 42, 37, 25, 27]"
934,4834,"[[286, 202, 79, 95], [383, 138, 66, 79], [435, 200, 65, 83], [493, 143, 18, 78], [223, 105, 81, 92], [158, 0, 78, 91], [271, 0, 45, 28]]","[(333, 249), (422, 177), (476, 241), (532, 182), (269, 151), (203, 46), (293, 6)]","[47, 39, 41, 39, 46, 45, 22]"
935,4835,"[[-1, 203, 26, 79], [19, 141, 65, 79], [131, 118, 53, 66], [144, 48, 50, 66], [92, 41, 41, 56], [97, 0, 40, 42], [221, 28, 88, 84], [334, -1, 64, 43]]","[(38, 242), (58, 180), (164, 151), (177, 81), (120, 69), (118, 21), (265, 72), (366, 31)]","[39, 39, 33, 33, 28, 21, 44, 32]"
936,4845,"[[174, 149, 98, 110], [248, 300, 106, 98], [330, 432, 104, 78], [463, 427, 48, 61], [398, 323, 71, 62], [337, 224, 68, 60]]","[(229, 204), (301, 353), (382, 484), (493, 457), (433, 358), (371, 258)]","[55, 53, 52, 30, 35, 34]"
937,4846,"[[0, 425, 59, 61]]","[(29, 455)]",[30]
938,4855,"[[327, 0, 109, 53], [440, 160, 71, 63], [486, 236, 25, 61], [322, 435, 49, 39], [352, 487, 56, 25], [264, 473, 49, 36]]","[(381, -1), (475, 195), (516, 266), (346, 459), (380, 515), (288, 497)]","[54, 35, 30, 24, 28, 24]"
939,4856,"[[38, 115, 74, 63], [11, 235, 73, 62], [1, 160, 38, 64]]","[(75, 152), (47, 271), (33, 192)]","[37, 36, 32]"
940,4865,"[[351, 13, 59, 48], [293, 49, 57, 49], [264, 0, 49, 39], [339, 114, 36, 33], [398, 77, 36, 32]]","[(380, 42), (321, 77), (288, 15), (357, 132), (416, 95)]","[29, 28, 24, 18, 18]"
941,4873,"[[219, 222, 87, 98], [404, 264, 82, 99], [331, 151, 88, 98]]","[(268, 271), (453, 313), (380, 200)]","[49, 49, 49]"
942,4921,"[[381, 488, 32, 24], [433, 487, 31, 25]]","[(397, 504), (448, 502)]","[16, 15]"
943,4931,"[[232, 279, 89, 100], [375, 332, 88, 100], [374, 100, 45, 52], [434, 138, 27, 28], [436, 103, 24, 26], [381, 56, 31, 41], [381, 13, 33, 39], [433, 14, 31, 39]]","[(282, 329), (425, 382), (400, 126), (448, 152), (449, 116), (401, 76), (400, 32), (452, 33)]","[50, 50, 26, 14, 13, 20, 19, 19]"
944,4932,"[[175, 102, 58, 64], [246, 102, 57, 67], [419, 133, 43, 54], [483, 134, 30, 51], [421, 53, 42, 51], [481, 54, 31, 50], [40, 386, 90, 102]]","[(207, 134), (279, 135), (446, 160), (508, 159), (446, 78), (506, 79), (91, 437)]","[32, 33, 27, 25, 25, 25, 51]"
945,4933,"[[7, 54, 44, 52], [7, 133, 42, 51]]","[(33, 80), (32, 158)]","[26, 25]"
946,4975,"[[432, 125, 80, 103], [487, 16, 24, 80], [500, 440, 12, 57]]","[(483, 176), (527, 56), (528, 468)]","[51, 40, 28]"
947,4976,"[[10, 12, 90, 102], [115, 65, 87, 102], [218, 119, 90, 100], [-1, 127, 46, 101], [62, 181, 87, 98], [166, 233, 88, 100], [310, 302, 116, 135], [24, 429, 82, 82]]","[(61, 63), (166, 116), (268, 169), (49, 177), (111, 230), (216, 283), (377, 369), (65, 470)]","[51, 51, 50, 50, 49, 50, 67, 41]"
948,4984,"[[195, 42, 133, 145], [171, 436, 141, 75]]","[(267, 114), (241, 506)]","[72, 70]"
949,4985,"[[353, 462, 126, 50]]","[(416, 525)]",[63]
950,4986,"[[112, 35, 84, 94], [24, 0, 83, 47]]","[(159, 82), (65, 6)]","[47, 41]"
951,4994,"[[171, 0, 140, 115]]","[(241, 45)]",[70]
952,4995,"[[349, 1, 134, 144]]","[(421, 73)]",[72]
953,5000,"[[117, 121, 106, 100], [0, 122, 86, 101], [-1, 249, 73, 101]]","[(170, 174), (36, 172), (49, 299)]","[53, 50, 50]"
954,5023,"[[303, 268, 86, 79], [449, 266, 63, 79]]","[(346, 311), (488, 305)]","[43, 39]"
955,5024,"[[-2, 266, 64, 79]]","[(37, 305)]",[39]
956,5045,"[[268, 350, 129, 132], [438, 356, 75, 131]]","[(334, 416), (503, 421)]","[66, 65]"
957,5046,"[[-1, 358, 95, 128]]","[(63, 422)]",[64]
958,5048,"[[464, 453, 48, 49]]","[(488, 477)]",[24]
959,5049,"[[-1, 453, 40, 50]]","[(24, 478)]",[25]
960,5053,"[[400, 406, 44, 37], [397, 453, 45, 37]]","[(422, 428), (419, 475)]","[22, 22]"
961,5055,"[[260, 48, 131, 131], [433, 53, 78, 136], [255, 220, 129, 130], [427, 225, 86, 131]]","[(325, 113), (501, 121), (320, 285), (492, 290)]","[65, 68, 65, 65]"
962,5056,"[[-1, 54, 89, 130], [-1, 226, 83, 129]]","[(64, 119), (63, 290)]","[65, 64]"
963,5059,"[[44, 439, 69, 60]]","[(78, 473)]",[34]
964,5069,"[[41, 73, 69, 60], [45, 1, 68, 23]]","[(75, 107), (79, 35)]","[34, 34]"
965,5077,"[[145, 35, 53, 48], [143, 96, 53, 48], [142, 215, 46, 41]]","[(171, 61), (169, 122), (165, 238)]","[26, 26, 23]"
966,5115,"[[278, 370, 27, 31], [305, 427, 27, 32], [218, 398, 29, 32]]","[(293, 385), (321, 443), (234, 414)]","[15, 16, 16]"
967,5124,"[[5, 105, 65, 70]]","[(40, 140)]",[35]
968,5125,"[[486, 194, 26, 65]]","[(518, 226)]",[32]
969,5126,"[[10, 192, 68, 71], [137, 147, 66, 71], [62, 297, 52, 57], [191, 261, 54, 57], [231, 348, 52, 57], [105, 400, 66, 69], [311, 478, 53, 34], [407, 423, 68, 71], [333, 230, 52, 56]]","[(45, 227), (172, 182), (90, 325), (219, 289), (259, 376), (139, 434), (337, 504), (442, 458), (361, 258)]","[35, 35, 28, 28, 28, 34, 26, 35, 28]"
970,5136,"[[310, 3, 53, 57]]","[(338, 31)]",[28]
971,5171,"[[164, 120, 77, 86], [357, 143, 78, 83], [153, 313, 58, 65], [347, 334, 60, 67]]","[(207, 163), (398, 184), (185, 345), (380, 367)]","[43, 41, 32, 33]"
972,5172,"[[137, 335, 50, 55], [194, 342, 51, 56]]","[(164, 362), (222, 370)]","[27, 28]"
973,5181,"[[318, 93, 69, 71]]","[(353, 128)]",[35]
974,5224,"[[163, 449, 63, 62], [238, 413, 63, 67], [314, 380, 64, 65]]","[(194, 480), (271, 446), (346, 412)]","[31, 33, 32]"
